time,ax,ay,az,gx,gy,gz,mx,my,mz
0.010469436645507812,0.01,-0.57,0.81,-0.06,-0.12,-1.46,-10.05,-5.7,30.46
0.06981563568115234,0.02,-0.58,0.81,-0.12,-0.06,-1.4,-9.45,-5.85,30.61
0.13001322746276855,0.01,-0.58,0.8,0.0,0.0,-1.46,-10.2,-6.6,32.41
0.19034385681152344,0.01,-0.59,0.8,-0.37,-0.18,-1.4,-8.55,-8.25,32.56
0.24963140487670898,0.01,-0.58,0.8,-0.55,-0.18,-1.52,-9.45,-6.9,31.66
0.31098341941833496,0.01,-0.59,0.8,-0.06,-0.18,-1.52,-8.7,-7.65,31.06
0.3696451187133789,0.01,-0.58,0.82,0.0,0.0,-1.46,-9.45,-6.9,31.36
0.4304184913635254,0.02,-0.58,0.8,-0.18,-0.06,-1.46,-10.2,-6.9,31.36
0.490466833114624,0.01,-0.58,0.8,-0.18,-0.06,-1.46,-10.35,-4.95,32.56
0.5512654781341553,0.02,-0.58,0.81,-0.12,-0.06,-1.52,-9.15,-7.35,31.66
0.6104106903076172,0.01,-0.59,0.81,-0.12,-0.06,-1.46,-9.6,-6.45,31.21
0.6700625419616699,0.02,-0.58,0.81,0.0,0.0,-1.52,-8.7,-6.6,31.36
0.7301554679870605,0.02,-0.58,0.8,0.0,0.0,-1.46,-10.05,-5.7,31.51
0.7898352146148682,0.01,-0.58,0.82,0.0,0.0,-1.46,-10.8,-6.75,31.21
0.8512082099914551,0.02,-0.59,0.8,0.0,0.0,-1.46,-9.9,-6.9,32.11
0.9091229438781738,0.01,-0.58,0.8,0.0,0.0,-1.46,-9.9,-5.1,31.36
0.970850944519043,0.01,-0.58,0.81,-0.12,-0.06,-1.46,-10.2,-5.85,32.11
1.0305867195129395,0.01,-0.59,0.81,0.0,0.0,-1.46,-10.8,-6.0,32.26
1.0913360118865967,0.01,-0.59,0.8,0.0,0.0,-1.4,-8.55,-6.0,31.21
1.1495883464813232,0.02,-0.59,0.8,-0.06,-0.18,-1.28,-9.15,-6.3,31.66
1.210216999053955,0.02,-0.58,0.8,-0.12,-0.18,-1.46,-8.4,-5.85,32.11
1.2702248096466064,0.01,-0.58,0.81,-0.12,-0.06,-1.46,-9.0,-7.2,32.56
1.329422950744629,0.01,-0.58,0.8,0.0,0.0,-1.52,-8.4,-5.55,31.66
1.3892841339111328,0.01,-0.58,0.8,0.0,0.0,-1.46,-10.05,-6.45,31.96
1.4497039318084717,0.01,-0.59,0.8,0.0,0.0,-1.46,-9.3,-6.0,31.51
1.5093982219696045,0.02,-0.59,0.81,0.0,0.0,-1.59,-9.3,-6.75,31.51
1.5703842639923096,0.01,-0.58,0.8,-0.06,-0.12,-1.52,-9.6,-6.0,31.96
1.6295840740203857,0.02,-0.59,0.79,-0.12,-0.06,-1.46,-7.5,-5.7,32.26
1.6893832683563232,0.01,-0.58,0.79,-0.12,-0.06,-1.4,-9.45,-5.1,32.11
1.7500145435333252,0.01,-0.58,0.79,-0.12,-0.18,-1.4,-9.3,-7.2,31.21
1.8101799488067627,0.02,-0.58,0.8,0.0,0.0,-1.46,-9.6,-7.2,32.26
1.8693699836730957,0.02,-0.58,0.81,0.0,0.0,-1.52,-10.35,-6.75,31.96
1.9307243824005127,0.0,-0.58,0.81,-0.12,-0.18,-1.34,-10.35,-6.45,31.96
1.9905500411987305,0.02,-0.58,0.82,0.0,0.06,-1.4,-9.9,-5.55,33.16
2.050074577331543,0.01,-0.59,0.8,-0.18,-0.06,-1.46,-10.05,-6.0,33.01
2.1098008155822754,0.02,-0.58,0.79,-0.06,-0.12,-1.46,-9.3,-6.0,30.91
2.1691513061523438,0.02,-0.59,0.79,0.0,0.0,-1.46,-8.7,-6.6,31.06
2.229349374771118,0.01,-0.58,0.81,0.06,0.0,-1.46,-9.6,-5.4,31.51
2.289430618286133,0.02,-0.58,0.81,-0.06,-0.12,-1.46,-9.9,-7.35,31.66
2.34952712059021,0.02,-0.58,0.79,0.0,0.0,-1.4,-10.05,-6.0,31.21
2.4095065593719482,0.02,-0.58,0.81,-0.18,-0.06,-1.46,-9.45,-5.85,31.06
2.4696266651153564,0.02,-0.58,0.82,-0.06,-0.12,-1.46,-9.0,-5.7,30.46
2.529331684112549,0.02,-0.58,0.79,0.0,0.0,-1.52,-8.55,-6.75,31.21
2.5900046825408936,0.01,-0.58,0.8,-0.06,-0.12,-1.46,-9.6,-5.7,32.26
2.6493279933929443,0.01,-0.59,0.81,-0.06,-0.12,-1.46,-8.55,-6.0,31.51
2.709789514541626,0.02,-0.58,0.8,-0.12,-0.18,-1.46,-9.6,-6.0,31.51
2.769562005996704,0.01,-0.58,0.82,0.0,0.0,-1.4,-9.9,-6.9,32.41
2.8295578956604004,0.01,-0.59,0.8,0.06,0.0,-1.46,-8.4,-7.35,30.31
2.890920400619507,0.01,-0.59,0.81,0.0,0.0,-1.46,-8.55,-5.4,32.26
2.9492530822753906,0.01,-0.58,0.81,-0.06,-0.12,-1.46,-9.6,-6.45,31.21
3.0099198818206787,0.02,-0.58,0.8,0.0,0.0,-1.4,-9.15,-5.85,32.11
3.0704329013824463,0.01,-0.59,0.81,0.0,0.0,-1.4,-9.45,-6.6,31.36
3.1299684047698975,0.01,-0.58,0.81,-0.12,-0.06,-1.46,-8.55,-6.75,32.26
3.1888821125030518,0.01,-0.59,0.8,0.0,0.0,-1.46,-9.6,-6.0,31.96
3.2500758171081543,0.01,-0.59,0.79,-0.12,-0.06,-1.46,-8.55,-6.75,32.26
3.3098952770233154,0.01,-0.58,0.8,-0.12,-0.18,-1.4,-10.8,-4.95,32.56
3.3690710067749023,0.02,-0.59,0.81,0.0,0.0,-1.34,-9.45,-6.6,30.61
3.4291887283325195,0.0,-0.58,0.81,-0.06,-0.12,-1.4,-9.6,-6.45,32.56
3.4896090030670166,0.02,-0.59,0.8,0.0,0.0,-1.46,-11.1,-7.5,31.21
3.550804853439331,0.01,-0.58,0.81,-0.06,-0.12,-1.46,-8.55,-5.7,33.31
3.610762119293213,0.02,-0.58,0.79,-0.06,-0.12,-1.46,-10.05,-6.75,31.21
3.6695148944854736,0.01,-0.57,0.79,-0.12,-0.06,-1.46,-9.45,-7.65,31.06
3.73134183883667,0.01,-0.58,0.81,-0.12,-0.06,-1.4,-8.4,-6.6,32.11
3.7895736694335938,0.01,-0.58,0.8,-0.12,-0.06,-1.59,-8.55,-6.0,32.26
3.849912405014038,0.01,-0.58,0.79,-0.06,-0.12,-1.52,-8.55,-7.2,30.46
3.909290075302124,0.01,-0.58,0.8,-0.18,-0.06,-1.4,-8.4,-7.65,31.06
3.9692983627319336,0.01,-0.58,0.8,0.06,-0.12,-1.46,-10.65,-5.55,31.66
4.030218839645386,0.01,-0.59,0.81,-0.06,-0.12,-1.46,-9.9,-5.1,32.11
4.089430332183838,0.01,-0.58,0.79,0.0,0.0,-1.4,-7.65,-6.6,31.06
4.1493518352508545,0.01,-0.59,0.8,0.0,0.0,-1.52,-10.35,-6.45,33.61
4.209049701690674,0.02,-0.58,0.81,0.06,0.0,-1.46,-9.3,-6.75,32.26
4.269624948501587,0.01,-0.58,0.81,-0.12,-0.06,-1.4,-8.7,-4.8,31.06
4.329471826553345,0.01,-0.58,0.8,-0.12,-0.18,-1.46,-9.3,-6.0,32.56
4.389334678649902,0.0,-0.58,0.8,0.0,0.0,-1.46,-10.35,-6.45,33.01
4.449998378753662,0.01,-0.58,0.8,-0.06,-0.18,-1.46,-8.55,-6.75,33.01
4.509721040725708,0.01,-0.58,0.8,0.0,0.06,-1.46,-10.35,-6.45,31.96
4.569519758224487,0.01,-0.58,0.79,-0.12,-0.06,-1.4,-8.1,-5.85,31.36
4.629192113876343,0.02,-0.58,0.8,0.0,0.06,-1.46,-9.6,-6.45,31.51
4.688847303390503,0.01,-0.58,0.8,-0.12,-0.06,-1.46,-9.3,-6.45,30.16
4.749678373336792,0.01,-0.58,0.8,-0.12,-0.06,-1.52,-9.6,-6.75,30.46
4.809422016143799,0.02,-0.58,0.82,0.0,0.06,-1.34,-9.9,-5.85,31.36
4.869375228881836,0.01,-0.58,0.81,0.0,0.0,-1.46,-9.3,-7.2,33.01
4.92891788482666,0.01,-0.58,0.79,-0.12,-0.06,-1.59,-9.45,-6.9,30.61
4.990575551986694,0.01,-0.58,0.8,-0.18,-0.24,-1.52,-10.35,-6.75,31.21
5.049132347106934,0.01,-0.57,0.8,0.0,0.0,-1.52,-9.0,-7.5,31.96
5.109623193740845,0.01,-0.57,0.8,-0.06,-0.12,-1.52,-8.4,-6.6,31.66
5.168322324752808,0.0,-0.58,0.8,0.0,0.0,-1.4,-9.15,-6.3,32.11
5.2299745082855225,0.02,-0.59,0.81,-0.18,-0.18,-1.46,-10.8,-6.0,31.51
5.288985967636108,0.01,-0.59,0.8,-0.12,-0.18,-1.52,-10.05,-5.7,31.96
5.348768472671509,0.02,-0.58,0.81,0.0,0.0,-1.52,-9.6,-6.45,31.96
5.40961480140686,0.02,-0.59,0.81,-0.12,-0.06,-1.46,-9.9,-6.6,31.66
5.469604015350342,0.01,-0.59,0.81,-0.06,-0.12,-1.46,-8.7,-6.6,32.11
5.529026746749878,0.01,-0.58,0.81,0.0,0.0,-1.4,-10.2,-6.3,31.06
5.589207410812378,0.01,-0.58,0.8,-0.12,-0.18,-1.46,-9.9,-6.9,31.36
5.649600982666016,0.03,-0.58,0.81,-0.06,-0.18,-1.4,-10.2,-5.55,32.41
5.709666013717651,0.01,-0.59,0.8,-0.12,-0.06,-1.46,-9.45,-5.1,32.41
5.769441604614258,0.01,-0.58,0.79,0.0,0.06,-1.46,-8.7,-5.85,32.11
5.828963756561279,0.01,-0.59,0.82,0.0,0.0,-1.46,-8.55,-6.45,32.26
5.889017581939697,0.01,-0.58,0.79,0.0,0.0,-1.52,-9.45,-6.3,31.06
5.949621915817261,0.01,-0.59,0.79,-0.06,-0.12,-1.52,-9.45,-6.9,32.11
6.009310722351074,0.01,-0.58,0.8,-0.06,-0.12,-1.46,-10.2,-6.6,31.06
6.069455623626709,0.01,-0.58,0.79,0.0,0.0,-1.59,-8.55,-6.0,31.51
6.129002571105957,0.01,-0.59,0.8,0.0,0.0,-1.52,-10.65,-5.55,31.06
6.1889026165008545,0.01,-0.59,0.81,0.0,0.06,-1.59,-8.4,-7.65,32.41
6.248745441436768,0.01,-0.58,0.79,-0.06,-0.12,-1.46,-10.35,-5.7,31.96
6.309021234512329,0.02,-0.58,0.79,-0.06,-0.12,-1.46,-10.2,-6.6,32.11
6.368725061416626,0.01,-0.58,0.8,0.0,0.0,-1.4,-9.45,-6.6,30.01
6.428485155105591,0.01,-0.59,0.8,0.0,0.0,-1.52,-8.4,-4.8,31.66
6.488525629043579,0.01,-0.59,0.79,0.0,0.0,-1.46,-8.25,-5.4,32.26
6.548765420913696,0.01,-0.59,0.8,-0.06,-0.12,-1.4,-8.25,-5.4,31.21
6.609148025512695,0.02,-0.58,0.8,0.0,0.0,-1.52,-9.3,-6.45,32.26
6.669728755950928,0.01,-0.58,0.8,-0.12,-0.06,-1.52,-9.6,-6.0,32.26
6.729060649871826,0.01,-0.58,0.8,-0.06,-0.12,-1.59,-10.2,-7.35,33.16
6.7892656326293945,0.02,-0.58,0.8,0.0,0.0,-1.34,-10.65,-6.9,32.11
6.84884238243103,0.02,-0.59,0.81,-0.06,-0.18,-1.46,-7.65,-6.9,31.66
6.910030126571655,0.01,-0.6,0.8,-0.12,-0.06,-1.4,-8.4,-6.6,31.66
6.969204664230347,0.01,-0.58,0.81,0.0,0.0,-1.52,-9.6,-6.0,31.51
7.028576850891113,0.01,-0.58,0.8,-0.12,-0.06,-1.46,-9.3,-6.45,31.51
7.089381456375122,0.01,-0.58,0.8,-0.12,-0.06,-1.46,-9.0,-4.65,33.01
7.1481640338897705,0.01,-0.58,0.79,0.0,0.0,-1.52,-9.15,-5.85,31.36
7.209055185317993,0.01,-0.58,0.81,0.0,0.0,-1.46,-7.65,-5.85,31.36
7.269304037094116,0.02,-0.58,0.81,-0.18,-0.06,-1.4,-10.35,-5.7,31.96
7.329952955245972,0.02,-0.58,0.8,-0.12,-0.06,-1.34,-8.25,-6.0,31.96
7.388828277587891,0.02,-0.59,0.8,-0.18,-0.06,-1.52,-9.6,-5.7,31.51
7.449076890945435,0.01,-0.58,0.81,-0.12,-0.06,-1.46,-8.4,-7.65,30.61
7.508662462234497,0.02,-0.59,0.79,-0.06,0.0,-1.46,-8.55,-6.0,31.21
7.568795680999756,0.02,-0.58,0.81,0.0,0.0,-1.4,-10.35,-7.2,31.96
7.62901496887207,0.01,-0.58,0.82,0.06,0.0,-1.4,-9.9,-5.55,31.66
7.689276456832886,0.01,-0.58,0.81,-0.12,-0.24,-1.46,-9.45,-5.85,32.41
7.7492148876190186,0.02,-0.57,0.81,-0.12,-0.06,-1.46,-8.7,-6.3,31.36
7.809877872467041,0.01,-0.58,0.79,-0.12,-0.06,-1.46,-9.0,-6.0,31.21
7.870543718338013,0.01,-0.59,0.81,-0.06,-0.12,-1.46,-9.3,-6.0,32.26
7.928216457366943,0.01,-0.58,0.81,0.0,0.0,-1.4,-9.0,-7.2,31.96
7.9894163608551025,0.02,-0.58,0.79,0.0,0.06,-1.4,-9.15,-5.85,31.36
8.048871517181396,0.02,-0.58,0.8,-0.12,-0.06,-1.46,-9.9,-6.3,32.71
8.108428478240967,0.02,-0.58,0.8,0.0,0.0,-1.46,-8.4,-5.55,31.66
8.168562173843384,0.02,-0.58,0.79,0.0,0.0,-1.46,-9.9,-7.35,31.36
8.228648662567139,0.01,-0.59,0.79,-0.06,-0.12,-1.59,-10.95,-7.65,30.61
8.288138151168823,0.01,-0.58,0.81,0.0,0.0,-1.46,-9.0,-5.4,31.51
8.349946737289429,0.01,-0.59,0.8,-0.12,-0.06,-1.52,-10.05,-7.5,31.21
8.409194469451904,0.01,-0.58,0.81,-0.06,-0.18,-1.46,-10.35,-5.4,33.61
8.470392227172852,0.01,-0.58,0.81,-0.18,-0.18,-1.46,-9.0,-7.2,31.51
8.52868938446045,0.01,-0.59,0.81,-0.12,-0.06,-1.52,-10.8,-6.45,32.26
8.589184761047363,0.01,-0.59,0.8,0.0,0.0,-1.46,-9.15,-6.3,31.06
8.648248434066772,0.01,-0.59,0.8,0.0,0.0,-1.52,-7.5,-7.2,30.16
8.70909857749939,0.0,-0.58,0.79,-0.06,-0.12,-1.46,-9.45,-6.9,31.36
8.769328117370605,0.02,-0.58,0.79,-0.06,-0.12,-1.4,-10.65,-7.35,32.11
8.828819036483765,0.01,-0.58,0.81,-0.06,-0.12,-1.52,-9.45,-5.85,32.11
8.889234066009521,0.0,-0.58,0.81,-0.18,-0.06,-1.46,-9.6,-6.75,32.26
8.949153423309326,0.01,-0.58,0.8,-0.06,-0.12,-1.52,-10.35,-6.45,31.51
9.007989168167114,0.02,-0.59,0.82,0.0,0.0,-1.52,-8.7,-6.6,33.16
9.068616151809692,0.02,-0.58,0.8,0.0,-0.12,-1.4,-9.45,-5.55,32.71
9.128664493560791,0.01,-0.58,0.79,0.0,0.0,-1.46,-8.7,-5.85,31.66
9.18824291229248,0.01,-0.59,0.81,0.0,0.0,-1.52,-9.0,-5.4,31.96
9.248740911483765,0.01,-0.59,0.79,0.0,0.0,-1.46,-9.6,-6.75,31.96
9.30859923362732,0.01,-0.59,0.81,0.0,0.0,-1.34,-9.45,-4.8,32.11
9.368633270263672,0.02,-0.58,0.8,0.0,0.0,-1.46,-9.0,-7.2,31.96
9.428675413131714,0.02,-0.59,0.8,0.0,0.0,-1.4,-9.6,-6.45,31.51
9.488414764404297,0.01,-0.58,0.81,0.0,0.0,-1.4,-8.25,-6.75,32.56
9.548320531845093,0.02,-0.58,0.8,-0.18,-0.18,-1.4,-9.15,-6.6,29.56
9.608776330947876,0.02,-0.58,0.8,0.0,0.0,-1.4,-9.6,-5.7,31.51
9.668767929077148,0.01,-0.58,0.83,0.0,0.0,-1.4,-8.55,-6.0,33.31
9.728536367416382,0.01,-0.58,0.81,0.0,0.0,-1.46,-10.05,-6.45,31.96
9.788551807403564,0.01,-0.59,0.79,-0.06,-0.12,-1.59,-8.25,-6.0,32.26
9.848888397216797,0.01,-0.59,0.8,0.06,0.0,-1.46,-8.4,-5.85,31.36
9.908546447753906,0.01,-0.58,0.81,0.0,0.0,-1.46,-10.05,-6.75,30.46
9.968007564544678,0.01,-0.58,0.79,0.0,0.0,-1.4,-9.15,-6.3,31.66
10.028562545776367,0.02,-0.59,0.8,0.06,0.0,-1.4,-8.55,-5.7,31.51
10.089853286743164,0.02,-0.58,0.81,0.0,0.06,-1.52,-8.55,-7.8,31.51
10.149928569793701,0.02,-0.59,0.8,-0.12,-0.18,-1.46,-9.6,-5.7,32.26
10.208207368850708,0.01,-0.59,0.8,-0.06,-0.18,-1.46,-8.1,-6.6,31.06
10.268749475479126,0.01,-0.58,0.81,-0.06,-0.12,-1.46,-9.45,-6.9,32.41
10.328127145767212,0.02,-0.59,0.8,-0.06,0.0,-1.52,-10.2,-8.1,31.66
10.389084100723267,0.01,-0.58,0.79,-0.12,-0.06,-1.46,-9.9,-5.85,33.16
10.448989391326904,0.02,-0.59,0.79,0.06,0.06,-1.46,-10.35,-6.75,32.56
10.50827431678772,0.02,-0.58,0.79,-0.06,0.0,-1.46,-9.15,-6.3,32.11
10.568840980529785,0.02,-0.58,0.8,-0.12,-0.06,-1.46,-9.6,-7.2,31.21
10.628164529800415,0.01,-0.57,0.81,0.06,0.0,-1.4,-8.55,-7.2,32.56
10.688781499862671,0.01,-0.58,0.78,-0.06,-0.12,-1.52,-9.9,-6.9,32.71
10.748873710632324,0.02,-0.58,0.8,-0.06,-0.12,-1.4,-9.15,-7.35,32.11
10.809001922607422,0.02,-0.59,0.79,-0.06,-0.12,-1.4,-8.4,-5.85,32.41
10.868738412857056,0.02,-0.58,0.82,-0.06,-0.12,-1.52,-9.0,-6.75,32.26
10.928402662277222,0.01,-0.59,0.81,-0.18,-0.18,-1.52,-9.6,-7.8,31.51
10.988274574279785,0.01,-0.57,0.81,0.0,0.0,-1.52,-9.3,-6.75,32.56
11.047914743423462,0.01,-0.59,0.8,0.0,0.0,-1.52,-9.0,-6.45,32.26
11.108079195022583,0.02,-0.58,0.81,0.0,0.0,-1.4,-8.7,-5.55,30.61
11.168025970458984,0.0,-0.58,0.8,-0.06,-0.12,-1.4,-10.8,-6.0,31.51
11.228252410888672,0.02,-0.58,0.81,0.0,0.0,-1.52,-8.55,-7.8,31.96
11.288262605667114,0.01,-0.58,0.81,-0.06,-0.18,-1.46,-8.55,-6.0,31.96
11.348220109939575,0.01,-0.58,0.8,0.0,0.0,-1.52,-9.9,-5.85,31.36
11.409089803695679,0.01,-0.58,0.79,-0.18,-0.24,-1.46,-10.2,-7.65,33.16
11.467529773712158,0.02,-0.58,0.8,0.0,0.0,-1.4,-9.6,-6.45,33.01
11.528887748718262,0.02,-0.58,0.81,0.0,0.0,-1.4,-10.2,-5.85,30.61
11.587590217590332,0.01,-0.58,0.8,0.0,0.0,-1.52,-9.45,-6.6,32.41
11.649693727493286,0.02,-0.58,0.81,-0.06,-0.12,-1.46,-10.2,-6.6,31.36
11.709138631820679,0.02,-0.58,0.8,0.0,0.0,-1.46,-8.55,-5.4,31.51
11.769516229629517,0.02,-0.58,0.82,0.0,0.06,-1.52,-8.55,-5.7,32.26
11.827977657318115,0.01,-0.58,0.79,-0.12,-0.06,-1.34,-9.9,-5.85,31.66
11.888631105422974,0.02,-0.58,0.79,0.06,0.06,-1.34,-10.2,-6.6,31.06
11.949222564697266,0.01,-0.57,0.79,-0.12,-0.06,-1.46,-8.7,-6.3,31.66
12.007951736450195,0.0,-0.58,0.8,-0.06,-0.12,-1.46,-9.6,-6.45,30.91
12.067593812942505,0.01,-0.58,0.79,0.0,0.0,-1.46,-8.25,-5.7,30.91
12.129153728485107,0.01,-0.58,0.81,-0.06,-0.12,-1.46,-8.4,-5.1,32.11
12.188358545303345,0.02,-0.58,0.82,0.0,0.0,-1.46,-10.95,-7.65,32.41
12.247775793075562,0.01,-0.58,0.79,-0.06,-0.12,-1.4,-8.55,-4.65,31.96
12.308382749557495,0.01,-0.59,0.81,-0.06,-0.12,-1.46,-8.7,-6.9,32.11
12.367724418640137,0.01,-0.58,0.8,0.0,0.0,-1.34,-8.55,-4.95,31.96
12.427639722824097,0.01,-0.58,0.8,-0.06,-0.12,-1.46,-9.9,-6.3,31.66
12.488343954086304,0.01,-0.58,0.81,0.0,0.06,-1.46,-9.45,-6.6,30.61
12.547480821609497,0.0,-0.58,0.79,0.0,0.0,-1.52,-9.6,-7.5,31.51
12.609759330749512,0.01,-0.59,0.81,0.0,0.0,-1.4,-9.15,-4.8,31.66
12.667752265930176,0.01,-0.58,0.79,0.06,0.0,-1.52,-7.65,-6.6,32.41
12.728300094604492,0.01,-0.58,0.81,0.0,0.0,-1.4,-8.7,-6.6,31.66
12.788032054901123,0.01,-0.58,0.82,-0.12,-0.06,-1.46,-9.15,-6.3,31.06
12.848276376724243,0.01,-0.59,0.81,0.0,0.06,-1.46,-8.25,-6.0,33.01
12.90890908241272,0.02,-0.58,0.8,-0.06,-0.12,-1.46,-9.3,-5.4,31.96
12.968486547470093,0.01,-0.58,0.81,-0.06,-0.18,-1.46,-9.0,-6.75,31.21
13.028104066848755,0.02,-0.58,0.8,-0.12,-0.18,-1.4,-10.05,-6.0,30.91
13.087961912155151,0.01,-0.59,0.8,-0.06,-0.18,-1.52,-9.9,-6.9,31.06
13.147650480270386,0.01,-0.58,0.81,0.0,0.0,-1.52,-9.6,-6.0,31.51
13.208763122558594,0.02,-0.58,0.81,-0.18,-0.18,-1.4,-8.4,-5.85,32.11
13.267900943756104,0.02,-0.58,0.79,0.0,0.0,-1.46,-8.7,-6.6,31.06
13.327990055084229,0.01,-0.59,0.8,-0.06,-0.12,-1.34,-9.3,-6.45,32.26
13.388266324996948,0.01,-0.58,0.8,-0.06,-0.12,-1.34,-9.6,-7.2,31.51
13.448002815246582,0.01,-0.58,0.79,0.0,0.0,-1.4,-9.9,-5.85,32.11
13.50856614112854,0.01,-0.59,0.8,0.0,0.0,-1.46,-9.3,-4.95,32.26
13.567768335342407,0.01,-0.59,0.79,-0.12,-0.06,-1.46,-8.7,-6.3,31.06
13.629559755325317,0.01,-0.58,0.8,-0.12,-0.24,-1.46,-10.35,-7.2,32.56
13.688837766647339,0.01,-0.58,0.8,0.0,0.0,-1.46,-9.6,-7.5,30.46
13.74799656867981,0.01,-0.59,0.81,0.0,0.0,-1.59,-8.25,-6.45,32.56
13.807741403579712,0.01,-0.58,0.8,0.0,0.0,-1.52,-9.9,-6.6,31.06
13.868213891983032,0.02,-0.57,0.81,-0.18,-0.06,-1.34,-9.9,-6.3,32.11
13.928622007369995,0.01,-0.58,0.81,-0.12,-0.06,-1.4,-9.9,-6.9,31.06
13.988097190856934,0.02,-0.58,0.8,-0.18,-0.18,-1.4,-8.4,-6.6,32.41
14.048464059829712,0.01,-0.58,0.81,0.0,0.0,-1.46,-9.6,-4.95,30.91
14.108345985412598,0.01,-0.58,0.81,-0.12,-0.06,-1.46,-9.45,-6.6,31.06
14.169001817703247,0.02,-0.58,0.8,-0.12,-0.06,-1.52,-9.9,-6.6,31.36
14.22846508026123,0.01,-0.58,0.79,0.06,0.0,-1.46,-9.9,-6.9,31.06
